campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,net_profit,start_year,start_month,start_quarter,end_year,end_month,end_quarter,performance_category,categoria_rendimiento,cost_per_conversion,low_budget_flag,high_roi_flag,high_conversion_flag,paid_channel_flag,long_duration_flag,b2b_flag
customer-focused web-enabled framework,2023-01-04,2023-12-30,3162.85,0.27,social media,b2b,organic,0.71,625063.38,621900.53,2023,1,1,2023,12,4,Rendimiento medio,Rendimiento medio,4454.718309859155,1,0,1,0,1,0
synergized local emulation,2023-04-20,2023-12-10,1793.79,0.28,webinar,b2b,promotion,0.3,441129.4,439335.61000000004,2023,4,2,2023,12,4,Rendimiento medio,Rendimiento medio,5979.3,1,0,0,0,1,0
multi-tiered object-oriented knowledge user,2023-04-22,2023-10-28,52804.87,0.0,email,b2c,paid,0.25,880106.4,827301.53,2023,4,2,2023,10,4,Rendimiento medio,Rendimiento medio,211219.48,0,0,0,1,1,0
multi-lateral mission-critical productivity,2023-04-21,2023-09-12,71940.27,0.84,social media,b2b,referral,0.73,720494.61,648554.34,2023,4,2,2023,9,3,Alto rendimiento,Alto rendimiento,98548.31506849316,0,1,1,0,0,0
re-contextualized reciprocal secured line,2023-03-19,2023-10-09,83645.54,0.58,social media,b2b,referral,0.27,607963.82,524318.2799999999,2023,3,1,2023,10,4,Rendimiento medio,Rendimiento medio,309798.29629629623,0,0,0,0,1,0
compatible actuating utilization,2022-09-29,2024-03-14,40895.28,0.84,webinar,b2c,promotion,0.53,322795.47,281900.18999999994,2022,9,3,2024,3,1,Alto rendimiento,Alto rendimiento,77160.90566037735,0,1,1,0,1,0
compatible full-range open system,2023-05-29,2024-06-04,33898.88,0.5,social media,b2b,referral,0.58,300424.53,266525.65,2023,5,2,2024,6,2,Rendimiento medio,Rendimiento medio,58446.3448275862,0,0,1,0,1,0
switchable incremental collaboration,2023-03-28,2023-11-28,46310.28,0.77,webinar,b2b,paid,0.53,486051.65,439741.37,2023,3,1,2023,11,4,Alto rendimiento,Alto rendimiento,87377.88679245282,0,1,1,1,1,0
monitored maximized project,2023-05-07,2024-05-17,32095.6,0.69,email,b2b,promotion,0.37,442320.4,410224.80000000005,2023,5,2,2024,5,2,Rendimiento medio,Rendimiento medio,86744.86486486487,0,1,0,0,1,0
compatible grid-enabled info-mediaries,2023-01-27,2023-11-21,96019.69,0.84,webinar,b2c,organic,0.57,687313.27,591293.5800000001,2023,1,1,2023,11,4,Alto rendimiento,Alto rendimiento,168455.5964912281,0,1,1,0,1,0
cloned foreground portal,2022-09-14,2023-08-17,13908.21,0.54,podcast,b2b,promotion,0.88,816603.99,802695.78,2022,9,3,2023,8,3,Rendimiento medio,Rendimiento medio,15804.78409090909,0,0,1,0,1,0
devolved homogeneous projection,2023-04-25,2024-05-24,4833.32,0.7,webinar,b2c,promotion,0.22,864437.87,859604.55,2023,4,2,2024,5,2,Rendimiento medio,Rendimiento medio,21969.636363636364,1,1,0,0,1,0
profound non-volatile complexity,2022-10-03,2023-08-18,28827.53,0.76,social media,b2c,paid,0.94,734015.4,705187.87,2022,10,4,2023,8,3,Alto rendimiento,Alto rendimiento,30667.58510638298,0,1,1,1,1,0
focused holistic collaboration,2023-01-31,2023-11-02,89440.32,0.88,email,b2c,promotion,0.85,931725.82,842285.5,2023,1,1,2023,11,4,Alto rendimiento,Alto rendimiento,105223.90588235295,0,1,1,0,1,0
optimized zero administration task-force,2022-12-31,2024-01-14,31564.29,0.77,podcast,b2b,referral,0.83,931183.22,899618.9299999999,2022,12,4,2024,1,1,Alto rendimiento,Alto rendimiento,38029.26506024097,0,1,1,0,1,0
customizable zero administration application,2022-08-27,2024-01-01,86492.2,0.38,podcast,b2b,paid,0.23,122398.7,35906.5,2022,8,3,2024,1,1,Rendimiento medio,Rendimiento medio,376053.04347826086,0,0,0,1,1,0
balanced multi-tasking adapter,2023-07-13,2024-06-23,13945.61,0.63,email,b2b,promotion,0.57,794815.89,780870.28,2023,7,3,2024,6,2,Alto rendimiento,Alto rendimiento,24465.982456140355,0,1,1,0,1,0
ameliorated grid-enabled capability,2023-01-19,2023-10-02,13105.34,0.37,social media,b2b,paid,0.6,501764.55,488659.20999999996,2023,1,1,2023,10,4,Rendimiento medio,Rendimiento medio,21842.233333333334,0,0,1,1,1,0
monitored full-range matrix,2022-09-02,2023-10-11,27771.85,0.39,social media,b2b,referral,0.58,673575.17,645803.3200000001,2022,9,3,2023,10,4,Rendimiento medio,Rendimiento medio,47882.5,0,0,1,0,1,0
multi-tiered empowering adapter,2023-02-24,2023-09-29,30544.22,0.83,podcast,b2b,organic,0.47,40247.47,9703.25,2023,2,1,2023,9,3,Rendimiento medio,Rendimiento medio,64987.702127659584,0,1,0,0,1,0
re-contextualized mission-critical help-desk,2023-03-28,2023-11-22,35286.84,0.17,webinar,b2b,paid,0.45,195049.24,159762.4,2023,3,1,2023,11,4,Rendimiento medio,Rendimiento medio,78415.2,0,0,0,1,1,0
face-to-face foreground service-desk,2023-03-15,2024-05-07,23254.87,0.66,social media,b2c,promotion,0.59,817356.61,794101.74,2023,3,1,2024,5,2,Alto rendimiento,Alto rendimiento,39415.03389830508,0,1,1,0,1,0
re-contextualized solution-oriented circuit,2022-08-25,2023-12-04,29101.58,0.74,email,b2c,referral,0.57,798538.44,769436.86,2022,8,3,2023,12,4,Alto rendimiento,Alto rendimiento,51055.40350877194,0,1,1,0,1,0
managed didactic system engine,2023-07-14,2024-07-18,31358.99,0.7,social media,b2c,referral,0.86,378814.53,347455.54000000004,2023,7,3,2024,7,3,Alto rendimiento,Alto rendimiento,36463.94186046512,0,1,1,0,1,0
expanded 4thgeneration groupware,2023-04-02,2023-08-23,51725.95,0.7,email,b2b,paid,0.72,654019.7,602293.75,2023,4,2,2023,8,3,Alto rendimiento,Alto rendimiento,71841.59722222222,0,1,1,1,0,0
total well-modulated knowledge user,2022-08-22,2023-10-19,28468.75,0.82,webinar,b2c,organic,0.11,151441.9,122973.15,2022,8,3,2023,10,4,Rendimiento medio,Rendimiento medio,258806.81818181818,0,1,0,0,1,0
polarized high-level ability,2022-09-20,2024-03-22,8627.43,0.26,email,b2b,promotion,0.75,823000.43,814373.0,2022,9,3,2024,3,1,Rendimiento medio,Rendimiento medio,11503.24,1,0,1,0,1,0
reduced high-level methodology,2023-04-12,2024-02-27,92072.41,0.48,email,b2b,organic,0.54,8811.92,-83260.49,2023,4,2,2024,2,1,Rendimiento medio,Rendimiento medio,170504.46296296295,0,0,1,0,1,0
robust executive migration,2023-01-29,2023-12-05,42804.51,0.55,podcast,b2c,organic,0.79,650574.93,607770.42,2023,1,1,2023,12,4,Rendimiento medio,Rendimiento medio,54182.924050632915,0,0,1,0,1,0
inverse background firmware,2022-09-08,2024-05-01,4270.96,0.64,email,b2b,promotion,0.8,30917.19,26646.23,2022,9,3,2024,5,2,Alto rendimiento,Alto rendimiento,5338.7,1,1,1,0,1,0
vision-oriented client-server conglomeration,2022-08-30,2024-02-21,68514.74,0.1,podcast,b2b,organic,0.75,123066.22,54551.479999999996,2022,8,3,2024,2,1,Rendimiento medio,Rendimiento medio,91352.98666666668,0,0,1,0,1,0
reduced motivating analyzer,2023-07-18,2024-07-16,76849.0,0.72,webinar,b2c,promotion,0.45,453670.5,376821.5,2023,7,3,2024,7,3,Rendimiento medio,Rendimiento medio,170775.55555555556,0,1,0,0,1,0
focused empowering capacity,2023-05-04,2024-05-23,74278.5,0.3,social media,b2b,promotion,0.12,863407.86,789129.36,2023,5,2,2024,5,2,Bajo rendimiento,Bajo rendimiento,618987.5,0,0,0,0,1,0
front-line multi-tasking moderator,2023-01-09,2024-04-18,21674.14,0.75,podcast,b2b,promotion,0.65,917565.26,895891.12,2023,1,1,2024,4,2,Alto rendimiento,Alto rendimiento,33344.830769230764,0,1,1,0,1,0
realigned 24/7 hub,2022-09-21,2024-05-23,72864.67,0.16,social media,b2c,referral,0.7,360392.7,287528.03,2022,9,3,2024,5,2,Rendimiento medio,Rendimiento medio,104092.38571428572,0,0,1,0,1,0
de-engineered 6thgeneration parallelism,2023-01-29,2024-07-12,47218.62,0.24,podcast,b2b,referral,0.96,931639.51,884420.89,2023,1,1,2024,7,3,Rendimiento medio,Rendimiento medio,49186.06250000001,0,0,1,0,1,0
mandatory 3rdgeneration matrices,2023-07-02,2023-10-28,29709.16,0.86,social media,b2c,referral,0.12,811850.37,782141.21,2023,7,3,2023,10,4,Rendimiento medio,Rendimiento medio,247576.33333333334,0,1,0,0,0,0
compatible full-range toolset,2023-01-23,2023-08-07,55196.85,0.9,podcast,b2b,promotion,0.4,561046.37,505849.52,2023,1,1,2023,8,3,Rendimiento medio,Rendimiento medio,137992.125,0,1,0,0,1,0
switchable 3rdgeneration projection,2023-07-01,2023-12-07,72566.45,0.12,podcast,b2c,referral,0.33,713030.96,640464.51,2023,7,3,2023,12,4,Rendimiento medio,Rendimiento medio,219898.3333333333,0,0,0,0,0,0
programmable homogeneous projection,2022-09-24,2023-11-12,11006.3,0.25,podcast,b2c,promotion,0.98,3641.3,-7364.999999999999,2022,9,3,2023,11,4,Rendimiento medio,Rendimiento medio,11230.918367346938,0,0,1,0,1,0
decentralized contextually-based capability,2023-02-22,2024-06-09,9950.82,0.97,webinar,b2c,referral,0.5,482845.35,472894.52999999997,2023,2,1,2024,6,2,Rendimiento medio,Rendimiento medio,19901.64,1,1,0,0,1,0
exclusive next generation info-mediaries,2023-03-26,2024-04-04,38117.82,0.64,podcast,b2c,promotion,0.4,600708.1,562590.28,2023,3,1,2024,4,2,Rendimiento medio,Rendimiento medio,95294.54999999999,0,1,0,0,1,0
cloned scalable strategy,2022-09-01,2024-06-14,74720.7,0.9,email,b2b,paid,0.49,774366.5,699645.8,2022,9,3,2024,6,2,Rendimiento medio,Rendimiento medio,152491.22448979592,0,1,0,1,1,0
public-key full-range matrices,2023-07-16,2023-09-03,37221.22,0.17,email,b2c,organic,0.1,681365.12,644143.9,2023,7,3,2023,9,3,Bajo rendimiento,Bajo rendimiento,372212.2,0,0,0,0,0,0
multi-layered methodical structure,2022-09-29,2024-05-03,33682.83,0.16,social media,b2c,referral,0.25,189755.91,156073.08000000002,2022,9,3,2024,5,2,Rendimiento medio,Rendimiento medio,134731.32,0,0,0,0,1,0
organic holistic graphical user interface,2023-07-05,2023-12-03,1810.82,0.14,email,b2c,promotion,0.87,270481.39,268670.57,2023,7,3,2023,12,4,Rendimiento medio,Rendimiento medio,2081.4022988505744,1,0,1,0,0,0
multi-channeled upward-trending instruction set,2023-02-28,2024-03-06,29840.15,0.19,webinar,b2b,organic,0.78,631347.68,601507.53,2023,2,1,2024,3,1,Rendimiento medio,Rendimiento medio,38256.60256410256,0,0,1,0,1,0
managed even-keeled internet solution,2023-03-09,2024-01-12,81342.1,0.66,email,b2c,promotion,0.91,362030.2,280688.1,2023,3,1,2024,1,1,Alto rendimiento,Alto rendimiento,89386.92307692308,0,1,1,0,1,0
customer-focused systemic capability,2023-01-01,2024-04-01,96731.22,0.49,social media,b2b,organic,0.8,750903.16,654171.9400000001,2023,1,1,2024,4,2,Rendimiento medio,Rendimiento medio,120914.025,0,0,1,0,1,0
inverse non-volatile superstructure,2022-08-06,2023-12-13,27329.38,0.32,email,b2b,organic,0.6,873619.99,846290.61,2022,8,3,2023,12,4,Rendimiento medio,Rendimiento medio,45548.96666666667,0,0,1,0,1,0
multi-lateral needs-based collaboration,2022-09-23,2024-01-25,21718.66,0.51,social media,b2c,organic,0.65,838552.42,816833.76,2022,9,3,2024,1,1,Rendimiento medio,Rendimiento medio,33413.32307692307,0,0,1,0,1,0
ergonomic empowering attitude,2023-04-26,2024-01-12,80659.67,0.61,email,b2c,promotion,0.7,534572.47,453912.8,2023,4,2,2024,1,1,Alto rendimiento,Alto rendimiento,115228.1,0,1,1,0,1,0
switchable secondary hierarchy,2023-04-29,2023-11-18,95913.4,0.55,email,b2b,promotion,0.91,651889.94,555976.5399999999,2023,4,2,2023,11,4,Rendimiento medio,Rendimiento medio,105399.34065934065,0,0,1,0,1,0
ameliorated bi-directional graphic interface,2023-05-07,2023-11-21,34910.16,0.57,podcast,b2c,referral,0.97,613092.25,578182.09,2023,5,2,2023,11,4,Rendimiento medio,Rendimiento medio,35989.8556701031,0,0,1,0,1,0
secured attitude-oriented info-mediaries,2022-11-14,2023-10-11,51394.97,0.59,email,b2b,paid,0.41,841615.61,790220.64,2022,11,4,2023,10,4,Rendimiento medio,Rendimiento medio,125353.58536585367,0,0,0,1,1,0
enterprise-wide bandwidth-monitored toolset,2022-08-17,2024-04-21,27577.78,0.4,podcast,b2b,paid,0.4,665815.39,638237.61,2022,8,3,2024,4,2,Rendimiento medio,Rendimiento medio,68944.45,0,0,0,1,1,0
compatible mobile open system,2023-03-03,2024-05-29,31618.12,0.29,webinar,b2c,paid,0.87,455453.72,423835.6,2023,3,1,2024,5,2,Rendimiento medio,Rendimiento medio,36342.666666666664,0,0,1,1,1,0
vision-oriented object-oriented structure,2023-04-30,2024-03-24,84055.7,0.57,email,b2c,referral,0.85,302692.25,218636.55,2023,4,2,2024,3,1,Rendimiento medio,Rendimiento medio,98889.05882352941,0,0,1,0,1,0
re-engineered holistic data-warehouse,2022-10-03,2024-05-09,28051.5,0.4,podcast,b2c,referral,0.36,374910.63,346859.13,2022,10,4,2024,5,2,Rendimiento medio,Rendimiento medio,77920.83333333334,0,0,0,0,1,0
multi-channeled reciprocal utilization,2022-08-21,2024-07-10,16470.61,0.9,social media,b2b,organic,0.7,533910.94,517440.32999999996,2022,8,3,2024,7,3,Alto rendimiento,Alto rendimiento,23529.442857142858,0,1,1,0,1,0
object-based discrete strategy,2023-07-22,2023-10-20,39241.75,0.47,podcast,b2b,referral,0.59,252287.84,213046.09,2023,7,3,2023,10,4,Rendimiento medio,Rendimiento medio,66511.44067796611,0,0,1,0,0,0
customizable human-resource monitoring,2023-03-20,2023-12-06,54166.71,0.43,webinar,b2b,paid,0.15,735390.8,681224.0900000001,2023,3,1,2023,12,4,Rendimiento medio,Rendimiento medio,361111.4,0,0,0,1,1,0
synergized actuating policy,2023-04-07,2024-06-20,40958.7,0.77,podcast,b2b,promotion,0.39,921182.15,880223.4500000001,2023,4,2,2024,6,2,Rendimiento medio,Rendimiento medio,105022.30769230769,0,1,0,0,1,0
versatile object-oriented access,2023-06-21,2024-02-21,21009.79,0.96,podcast,b2b,referral,0.54,321994.2,300984.41000000003,2023,6,2,2024,2,1,Alto rendimiento,Alto rendimiento,38907.01851851852,0,1,1,0,1,0
de-engineered 24/7 archive,2023-06-15,2024-01-31,23099.8,0.25,social media,b2c,paid,0.98,396851.15,373751.35000000003,2023,6,2,2024,1,1,Rendimiento medio,Rendimiento medio,23571.224489795917,0,0,1,1,1,0
profit-focused multimedia concept,2022-09-20,2023-11-04,33618.7,0.54,webinar,b2c,paid,0.8,868303.57,834684.87,2022,9,3,2023,11,4,Rendimiento medio,Rendimiento medio,42023.37499999999,0,0,1,1,1,0
vision-oriented transitional process improvement,2023-06-27,2023-11-26,55436.7,0.8,podcast,b2b,organic,0.99,786705.7,731269.0,2023,6,2,2023,11,4,Alto rendimiento,Alto rendimiento,55996.666666666664,0,1,1,0,0,0
pre-emptive mission-critical knowledge user,2023-03-08,2024-06-28,73916.74,0.33,webinar,b2b,promotion,0.69,232695.36,158778.62,2023,3,1,2024,6,2,Rendimiento medio,Rendimiento medio,107125.71014492755,0,0,1,0,1,0
cross-group object-oriented moderator,2022-08-27,2023-11-18,66331.63,0.4,podcast,b2c,promotion,0.4,916634.12,850302.49,2022,8,3,2023,11,4,Rendimiento medio,Rendimiento medio,165829.075,0,0,0,0,1,0
grass-roots eco-centric strategy,2022-10-22,2023-10-25,39767.24,0.95,email,b2b,paid,0.33,406566.2,366798.96,2022,10,4,2023,10,4,Rendimiento medio,Rendimiento medio,120506.78787878787,0,1,0,1,1,0
customizable global hierarchy,2023-04-26,2023-10-12,86716.38,0.74,email,b2b,paid,0.95,69360.86,-17355.520000000004,2023,4,2,2023,10,4,Alto rendimiento,Alto rendimiento,91280.40000000001,0,1,1,1,0,0
future-proofed uniform alliance,2023-03-22,2024-06-14,69474.96,0.4,email,b2b,organic,0.7,86176.18,16701.219999999987,2023,3,1,2024,6,2,Rendimiento medio,Rendimiento medio,99249.94285714287,0,0,1,0,1,0
balanced asynchronous contingency,2022-10-31,2024-04-07,7952.69,0.8,social media,b2c,promotion,0.14,772286.49,764333.8,2022,10,4,2024,4,2,Rendimiento medio,Rendimiento medio,56804.928571428565,1,1,0,0,1,0
robust disintermediate neural-net,2023-04-17,2023-11-15,92395.78,0.37,social media,b2c,organic,0.31,949696.65,857300.87,2023,4,2,2023,11,4,Rendimiento medio,Rendimiento medio,298050.9032258064,0,0,0,0,1,0
multi-lateral dynamic encryption,2023-04-21,2024-01-04,76016.6,0.98,social media,b2b,promotion,0.38,809123.64,733107.04,2023,4,2,2024,1,1,Rendimiento medio,Rendimiento medio,200043.68421052632,0,1,0,0,1,0
customer-focused human-resource algorithm,2022-12-15,2024-03-07,32965.35,0.43,email,b2c,referral,0.77,838474.56,805509.2100000001,2022,12,4,2024,3,1,Rendimiento medio,Rendimiento medio,42812.142857142855,0,0,1,0,1,0
re-contextualized zero-defect artificial intelligence,2023-04-13,2024-04-02,99120.34,0.34,webinar,b2b,referral,0.67,227398.12,128277.78,2023,4,2,2024,4,2,Rendimiento medio,Rendimiento medio,147940.80597014923,0,0,1,0,1,0
decentralized system-worthy neural-net,2023-01-24,2023-10-25,65906.93,0.98,email,b2b,promotion,0.9,543317.45,477410.51999999996,2023,1,1,2023,10,4,Alto rendimiento,Alto rendimiento,73229.92222222222,0,1,1,0,1,0
reduced content-based graphic interface,2022-10-26,2024-03-03,16945.29,0.72,social media,b2c,referral,0.76,884669.86,867724.57,2022,10,4,2024,3,1,Alto rendimiento,Alto rendimiento,22296.434210526317,0,1,1,0,1,0
de-engineered non-volatile hardware,2023-02-10,2024-02-14,41041.24,0.21,email,b2c,organic,0.51,394039.86,352998.62,2023,2,1,2024,2,1,Rendimiento medio,Rendimiento medio,80473.01960784313,0,0,1,0,1,0
intuitive system-worthy interface,2022-12-28,2024-06-28,44445.2,0.83,webinar,b2c,referral,0.39,300733.58,256288.38,2022,12,4,2024,6,2,Rendimiento medio,Rendimiento medio,113962.05128205127,0,1,0,0,1,0
networked systematic budgetary management,2023-02-13,2023-12-20,11742.47,0.49,email,b2b,organic,0.2,672241.21,660498.74,2023,2,1,2023,12,4,Rendimiento medio,Rendimiento medio,58712.34999999999,0,0,0,0,1,0
open-source radical extranet,2022-12-09,2023-09-22,68103.5,0.35,email,b2b,referral,0.56,196290.5,128187.0,2022,12,4,2023,9,3,Rendimiento medio,Rendimiento medio,121613.39285714284,0,0,1,0,1,0
monitored high-level contingency,2023-02-17,2023-10-10,26563.78,0.9,social media,b2b,paid,0.32,863720.51,837156.73,2023,2,1,2023,10,4,Rendimiento medio,Rendimiento medio,83011.8125,0,1,0,1,1,0
switchable actuating encryption,2022-11-25,2023-09-14,3104.48,0.16,webinar,b2c,referral,0.57,352571.87,349467.39,2022,11,4,2023,9,3,Rendimiento medio,Rendimiento medio,5446.456140350878,1,0,1,0,1,0
profit-focused actuating open architecture,2023-01-14,2024-03-30,1480.67,0.83,social media,b2c,promotion,0.89,777983.15,776502.48,2023,1,1,2024,3,1,Alto rendimiento,Alto rendimiento,1663.6741573033707,1,1,1,0,1,0
compatible 5thgeneration open architecture,2023-06-27,2024-06-09,43263.23,0.97,social media,b2b,paid,0.27,284363.38,241100.15,2023,6,2,2024,6,2,Rendimiento medio,Rendimiento medio,160234.1851851852,0,1,0,1,1,0
business-focused systemic policy,2022-08-21,2024-07-21,50643.73,0.91,email,b2b,organic,0.6,630320.3,579676.5700000001,2022,8,3,2024,7,3,Alto rendimiento,Alto rendimiento,84406.21666666667,0,1,1,0,1,0
front-line high-level encryption,2023-03-31,2023-09-10,30878.98,0.21,podcast,b2b,promotion,0.7,666756.8,635877.8200000001,2023,3,1,2023,9,3,Rendimiento medio,Rendimiento medio,44112.828571428574,0,0,1,0,0,0
reduced analyzing moratorium,2023-05-12,2023-08-07,30319.57,0.24,email,b2b,promotion,0.19,926893.18,896573.6100000001,2023,5,2,2023,8,3,Bajo rendimiento,Bajo rendimiento,159576.68421052632,0,0,0,0,0,0
configurable systematic concept,2023-01-30,2023-12-03,89283.48,0.1,email,b2b,referral,0.67,907297.81,818014.3300000001,2023,1,1,2023,12,4,Rendimiento medio,Rendimiento medio,133258.92537313432,0,0,1,0,1,0
versatile actuating synergy,2023-01-03,2024-01-28,64733.0,0.21,email,b2b,referral,0.75,930401.42,865668.42,2023,1,1,2024,1,1,Rendimiento medio,Rendimiento medio,86310.66666666667,0,0,1,0,1,0
mandatory neutral ability,2023-03-22,2024-06-17,1635.98,0.23,email,b2b,organic,0.9,125526.72,123890.74,2023,3,1,2024,6,2,Rendimiento medio,Rendimiento medio,1817.7555555555555,1,0,1,0,1,0
re-contextualized clear-thinking matrix,2022-12-17,2024-02-15,11395.3,0.6,social media,b2b,promotion,0.88,741815.81,730420.51,2022,12,4,2024,2,1,Rendimiento medio,Rendimiento medio,12949.204545454544,0,0,1,0,1,0
front-line neutral concept,2023-07-09,2023-09-21,24959.24,0.66,email,b2c,paid,0.73,407610.45,382651.21,2023,7,3,2023,9,3,Alto rendimiento,Alto rendimiento,34190.7397260274,0,1,1,1,0,0
synergistic optimizing approach,2023-06-25,2023-10-13,59973.81,0.45,social media,b2b,paid,0.7,314799.19,254825.38,2023,6,2,2023,10,4,Rendimiento medio,Rendimiento medio,85676.87142857144,0,0,1,1,0,0
grass-roots content-based synergy,2022-09-03,2024-06-10,11703.28,0.67,email,b2b,referral,0.46,236446.2,224742.92,2022,9,3,2024,6,2,Rendimiento medio,Rendimiento medio,25441.91304347826,0,1,0,0,1,0
cross-group web-enabled methodology,2023-05-04,2024-03-10,8250.93,0.3,podcast,b2b,paid,0.32,595779.73,587528.7999999999,2023,5,2,2024,3,1,Rendimiento medio,Rendimiento medio,25784.15625,1,0,0,1,1,0
total impactful budgetary management,2023-05-07,2023-09-29,6304.42,0.13,email,b2c,organic,0.5,807283.82,800979.3999999999,2023,5,2,2023,9,3,Rendimiento medio,Rendimiento medio,12608.84,1,0,0,0,0,0
phased background toolset,2022-10-31,2024-06-28,72368.61,0.79,podcast,b2b,referral,0.33,388308.21,315939.60000000003,2022,10,4,2024,6,2,Rendimiento medio,Rendimiento medio,219298.81818181818,0,1,0,0,1,0
cross-platform web-enabled ability,2023-05-10,2024-06-16,37696.45,0.14,email,b2c,promotion,0.28,666027.78,628331.3300000001,2023,5,2,2024,6,2,Rendimiento medio,Rendimiento medio,134630.17857142855,0,0,0,0,1,0
quality-focused 4thgeneration database,2022-12-08,2024-01-04,6333.7,0.83,webinar,b2c,organic,0.61,119783.92,113450.22,2022,12,4,2024,1,1,Alto rendimiento,Alto rendimiento,10383.11475409836,1,1,1,0,1,0
